Osa01g00190,.,
Osa01g00191,Sbi3g1241,
Osa01g00192,Sbi3g1214,
Osa01g00193,.,
Osa01g00194,.,
Osa01g00195,.,
Osa01g00196,.,
Osa01g00197,.,
Osa01g00198,.,
Osa01g00199,.,
Osa01g00200,.,
Osa01g00201,.,
Osa01g00202,.,
Osa01g00203,.,
Osa01g00204,Sbi3g1209,
Osa01g00205,Sbi3g1208,
Osa01g00206,.,
Osa01g00207,.,
Osa01g00208,Sbi3g1202,
Osa01g00209,Sbi3g1201,
Osa01g00210,Sbi3g1200,
Osa01g00211,Sbi3g1199,
Osa01g00212,Sbi3g1197,
Osa01g00213,Sbi3g1196,
Osa01g00214,Sbi3g1191,
Osa01g00215,.,
Osa01g00216,.,
Osa01g00217,.,
Osa01g00218,Sbi3g1189,
Osa01g00219,.,
Osa01g00220,.,
Osa01g00221,Sbi3g1183,
Osa01g00222,.,
Osa01g00223,Sbi3g1182,
Osa01g00224,Sbi3g1180,
Osa01g00225,Sbi3g1176,
Osa01g00226,Sbi3g1174,
Osa01g00227,Sbi3g1173,
Osa01g00228,Sbi3g1172,
Osa01g00229,Sbi3g1170,
Osa01g00230,.,
Osa01g00231,.,
Osa01g00232,Sbi3g1166,
Osa01g00233,Sbi3g1165,
Osa01g00234,Sbi3g1161,
Osa01g00235,.,
Osa01g00236,Sbi3g1158,
Osa01g00237,.,
Osa01g00238,.,
Osa01g00239,Sbi3g1155,
Osa01g00240,.,
Osa01g00241,.,
Osa01g00242,Sbi3g1154,
Osa01g00243,.,
Osa01g00244,.,
Osa01g00245,.,
Osa01g00246,.,
Osa01g00247,Sbi3g1150,
Osa01g00248,Sbi3g1147,
Osa01g00249,Sbi3g1146,
Osa01g00250,Sbi3g1145,
Osa01g00251,.,
Osa01g00252,Sbi3g1144,
Osa01g00253,.,
Osa01g00254,.,
Osa01g00255,.,
Osa01g00256,.,
Osa01g00257,Sbi3g1135,
Osa01g00258,.,
Osa01g00259,Sbi3g1130,
Osa01g00260,Sbi3g1129,
Osa01g00261,Sbi3g1127,
Osa01g00262,Sbi3g1122,
Osa01g00263,Sbi3g1121,
Osa01g00264,Sbi3g1116,
Osa01g00265,Sbi3g1115,
Osa01g00266,Sbi3g1113,
Osa01g00267,.,
Osa01g00268,Sbi3g1111,
Osa01g00269,.,
Osa01g00270,Sbi3g1110,
Osa01g00271,Sbi3g1109,
Osa01g00272,Sbi3g1102,
Osa01g00273,.,
Osa01g00274,Sbi3g1101,
Osa01g00275,Sbi3g1093,
Osa01g00276,Sbi3g1094,
Osa01g00277,Sbi3g1095,
Osa01g00278,Sbi3g1096,
Osa01g00279,Sbi3g1097,
Osa01g00280,.,
Osa01g00281,Sbi3g1084,Sbi9g2966
Osa01g00282,Sbi3g1086,.
Osa01g00283,Sbi3g1087,.
Osa01g00284,Sbi3g1090,Sbi9g2965
Osa01g00285,Sbi3g1066,.
Osa01g00286,Sbi3g1091,.
Osa01g00287,Sbi3g1065,.
Osa01g00288,Sbi3g1061,.
Osa01g00289,.,.
Osa01g00290,.,.
Osa01g00291,Sbi3g1060,.
Osa01g00292,Sbi3g1059,.
Osa01g00293,Sbi3g1065,.
Osa01g00294,Sbi3g1069,.
Osa01g00295,Sbi3g1058,.
Osa01g00296,Sbi3g1073,.
Osa01g00297,Sbi3g1074,.
Osa01g00298,Sbi3g1057,.
Osa01g00299,.,.
Osa01g00300,.,.
Osa01g00301,Sbi3g1055,.
Osa01g00302,Sbi3g1054,.
Osa01g00303,Sbi3g1053,Sbi9g2962
Osa01g00304,Sbi3g1051,.
Osa01g00305,Sbi3g1050,Sbi9g2959
Osa01g00306,.,.
Osa01g00307,.,.
Osa01g00308,.,.
Osa01g00309,Sbi3g1047,.
Osa01g00310,Sbi3g1046,.
Osa01g00311,Sbi3g1045,.
Osa01g00312,.,.
Osa01g00313,.,Sbi9g2958
Osa01g00314,.,
Osa01g00315,Sbi3g1044,
Osa01g00316,.,
Osa01g00317,.,
Osa01g00318,Sbi3g1040,
Osa01g00319,Sbi3g1038,
Osa01g00320,Sbi3g1037,
Osa01g00321,Sbi3g1036,
Osa01g00322,Sbi3g1035,
Osa01g00323,Sbi3g1034,
Osa01g00324,Sbi3g1031,
Osa01g00325,Sbi3g1026,
Osa01g00326,Sbi3g1021,
Osa01g00327,.,
Osa01g00328,Sbi3g1008,
Osa01g00329,.,
Osa01g00330,.,
Osa01g00331,.,
Osa01g00332,.,
Osa01g00333,Sbi3g1004,
Osa01g00334,Sbi3g1003,
Osa01g00335,.,
Osa01g00336,Sbi3g1001,
Osa01g00337,Sbi3g0998,
Osa01g00338,Sbi3g0995,
Osa01g00339,Sbi3g0994,
Osa01g00340,.,
Osa01g00341,Sbi3g0991,
Osa01g00342,Sbi3g0990,
Osa01g00343,Sbi3g0989,
Osa01g00344,.,
Osa01g00345,.,
Osa01g00346,.,
Osa01g00347,.,
Osa01g00348,.,
Osa01g00349,.,
Osa01g00350,.,
Osa01g00351,.,
Osa01g00352,.,
Osa01g00353,.,
Osa01g00354,.,
Osa01g00355,.,
Osa01g00356,.,
Osa01g00357,.,
Osa01g00358,.,
Osa01g00359,.,
Osa01g00360,.,
Osa01g00361,.,
Osa01g00362,.,
Osa01g00363,.,
Osa01g00364,Sbi3g0978,
Osa01g00365,Sbi3g0977,
Osa01g00366,Sbi3g0976,
Osa01g00367,.,
Osa01g00368,Sbi3g0975,
Osa01g00369,Sbi3g0972,
Osa01g00370,Sbi3g0971,
Osa01g00371,Sbi3g0970,
Osa01g00372,Sbi3g0969,
Osa01g00373,.,
Osa01g00374,.,
Osa01g00375,.,
Osa01g00376,.,
Osa01g00377,.,
Osa01g00378,.,
Osa01g00379,.,
Osa01g00380,.,
Osa01g00381,.,
Osa01g00382,.,
Osa01g00383,Sbi3g0905,
Osa01g00384,.,
Osa01g00385,Sbi3g0907,
Osa01g00386,Sbi3g0938,
Osa01g00387,.,
Osa01g00388,Sbi3g0961,
Osa01g00389,Sbi3g0962,
Osa01g00390,Sbi3g0963,
Osa01g00391,Sbi3g0960,
Osa01g00392,Sbi3g0959,
Osa01g00393,.,
Osa01g00394,Sbi3g0958,
Osa01g00395,Sbi3g0957,
Osa01g00396,Sbi3g0956,
Osa01g00397,.,
Osa01g00398,.,
Osa01g00399,.,
Osa01g00400,Sbi3g0955,
Osa01g00401,Sbi3g0953,
Osa01g00402,.,
Osa01g00403,Sbi3g0949,
Osa01g00404,Sbi3g0948,
Osa01g00405,Sbi3g0946,
Osa01g00406,.,
Osa01g00407,Sbi3g0942,
Osa01g00408,Sbi3g0967,
Osa01g00409,.,
Osa01g00410,.,
Osa01g00411,.,
Osa01g00412,Sbi3g0936,
Osa01g00413,Sbi3g0937,
Osa01g00414,.,
Osa01g00415,Sbi3g0938,
Osa01g00416,Sbi3g0904,
Osa01g00417,.,
Osa01g00418,Sbi3g0901,
Osa01g00419,Sbi3g0885,
Osa01g00420,Sbi3g0886,
Osa01g00421,.,
Osa01g00422,.,
Osa01g00423,Sbi3g0894,
Osa01g00424,.,
Osa01g00425,Sbi3g0899,
Osa01g00426,Sbi3g0900,
Osa01g00427,Sbi3g0899,
Osa01g00428,Sbi3g0900,
Osa01g00429,Sbi3g0884,
Osa01g00430,Sbi3g0883,
Osa01g00431,.,
Osa01g00432,Sbi3g0882,
Osa01g00433,Sbi3g0879,
Osa01g00434,Sbi3g0877,
Osa01g00435,Sbi3g0875,
Osa01g00436,Sbi3g0874,
Osa01g00437,.,
Osa01g00438,Sbi3g0872,Sbi9g0758
Osa01g00439,.,Sbi9g0760
Osa01g00440,Sbi3g0871,.
Osa01g00441,.,Sbi9g0761
Osa01g00442,Sbi3g0870,Sbi9g0765
Osa01g00443,.,.
Osa01g00444,Sbi3g0868,.
Osa01g00445,.,.
Osa01g00446,.,.
Osa01g00447,.,.
Osa01g00448,.,.
Osa01g00449,.,.
Osa01g00450,.,.
Osa01g00451,.,.
Osa01g00452,.,.
Osa01g00453,.,.
Osa01g00454,Sbi3g0864,.
Osa01g00455,Sbi3g0863,.
Osa01g00456,Sbi3g0862,.
Osa01g00457,Sbi3g0861,.
Osa01g00458,Sbi3g0860,.
Osa01g00459,Sbi3g0858,.
Osa01g00460,Sbi3g0856,.
Osa01g00461,Sbi3g0853,.
Osa01g00462,.,Sbi9g0768
Osa01g00463,.,.
Osa01g00464,Sbi3g0851,Sbi9g0770
Osa01g00465,Sbi3g0850,.
Osa01g00466,Sbi3g0849,.
Osa01g00467,.,.
Osa01g00468,Sbi3g0848,Sbi9g0771
Osa01g00469,Sbi3g0847,Sbi9g0772
Osa01g00470,Sbi3g0844,.
Osa01g00471,.,.
Osa01g00472,Sbi3g0840,.
Osa01g00473,Sbi3g0838,Sbi9g0778
Osa01g00474,Sbi3g0836,
Osa01g00475,Sbi3g0816,
Osa01g00476,.,
Osa01g00477,.,
Osa01g00478,.,
Osa01g00479,.,
Osa01g00480,.,
Osa01g00481,.,
Osa01g00482,.,
Osa01g00483,.,
Osa01g00484,Sbi3g0814,
Osa01g00485,.,
Osa01g00486,Sbi3g0813,
Osa01g00487,.,
Osa01g00488,.,
Osa01g00489,.,
Osa01g00490,.,
Osa01g00491,.,
Osa01g00492,.,
Osa01g00493,.,
Osa01g00494,.,
Osa01g00495,.,
Osa01g00496,.,
Osa01g00497,.,
Osa01g00498,.,
Osa01g00499,.,
Osa01g00500,.,
Osa01g00501,.,
Osa01g00502,.,
Osa01g00503,.,
Osa01g00504,Sbi3g0812,
Osa01g00505,.,
Osa01g00506,.,
Osa01g00507,Sbi3g0811,
Osa01g00508,Sbi3g0810,
Osa01g00509,Sbi3g0809,
Osa01g00510,Sbi3g0807,
Osa01g00511,.,
Osa01g00512,.,
Osa01g00513,Sbi3g0805,
Osa01g00514,Sbi3g0804,
Osa01g00515,Sbi3g0803,Sbi9g0790
Osa01g00516,Sbi3g0796,Sbi9g0797
Osa01g00517,.,.
Osa01g00518,.,.
Osa01g00519,.,.
Osa01g00520,.,.
Osa01g00521,Sbi3g0788,.
Osa01g00522,Sbi3g0781,Sbi9g0798
Osa01g00523,.,.
Osa01g00524,Sbi3g0775,.
Osa01g00525,Sbi3g0773,.
Osa01g00526,.,.
Osa01g00527,.,.
Osa01g00528,.,.
Osa01g00529,Sbi3g0772,Sbi9g0809
Osa01g00530,.,.
Osa01g00531,Sbi3g0765,.
Osa01g00532,Sbi3g0764,.
Osa01g00533,Sbi3g0761,Sbi9g0812
Osa01g00534,.,.
Osa01g00535,Sbi3g0754,.
Osa01g00536,Sbi3g0750,Sbi9g0813
Osa01g00537,Sbi3g0748,.
Osa01g00538,Sbi3g0747,.
Osa01g00539,Sbi3g0740,Sbi9g0817
Osa01g00540,Sbi3g0738,.
Osa01g00541,Sbi3g0735,.
Osa01g00542,Sbi3g0732,.
Osa01g00543,Sbi3g0731,.
Osa01g00544,.,.
Osa01g00545,.,.
Osa01g00546,Sbi3g0727,.
Osa01g00547,Sbi3g0725,.
Osa01g00548,Sbi3g0724,Sbi9g0818
Osa01g00549,.,.
Osa01g00550,Sbi3g0721,Sbi9g0821
Osa01g00551,Sbi3g0720,.
Osa01g00552,Sbi3g0718,.
Osa01g00553,.,.
Osa01g00554,Sbi3g0716,Sbi9g0824
Osa01g00555,Sbi3g0715,Sbi9g0825
Osa01g00556,Sbi3g0711,Sbi9g0829
Osa01g00557,.,.
Osa01g00558,Sbi3g0709,.
Osa01g00559,.,.
Osa01g00560,Sbi3g0704,.
Osa01g00561,.,.
Osa01g00562,.,.
Osa01g00563,.,.
Osa01g00564,.,.
Osa01g00565,.,.
Osa01g00566,Sbi3g0702,.
Osa01g00567,.,.
Osa01g00568,Sbi3g0701,.
Osa01g00569,Sbi3g0700,Sbi9g0845
Osa01g00570,.,.
Osa01g00571,.,.
Osa01g00572,Sbi3g0698,.
Osa01g00573,Sbi3g0696,.
Osa01g00574,Sbi3g0675,.
Osa01g00575,Sbi3g0673,.
Osa01g00576,Sbi3g0672,.
Osa01g00577,Sbi3g0669,.
Osa01g00578,Sbi3g0668,.
Osa01g00579,Sbi3g0667,Sbi9g0858
Osa01g00580,.,.
Osa01g00581,Sbi3g0665,Sbi9g0859
Osa01g00582,Sbi3g0663,.
Osa01g00583,Sbi3g0662,.
Osa01g00584,Sbi3g0661,.
Osa01g00585,.,.
Osa01g00586,Sbi3g0660,.
Osa01g00587,.,.
Osa01g00588,Sbi3g0659,.
Osa01g00589,Sbi3g0658,.
Osa01g00590,Sbi3g0656,.
Osa01g00591,Sbi3g0655,.
Osa01g00592,Sbi3g0652,.
Osa01g00593,Sbi3g0649,.
Osa01g00594,.,.
Osa01g00595,.,.
Osa01g00596,.,.
Osa01g00597,.,.
Osa01g00598,Sbi3g0646,Sbi9g0869
Osa01g00599,.,.
Osa01g00600,.,.
Osa01g00601,Sbi3g0643,Sbi9g0873
Osa01g00602,Sbi3g0642,.
Osa01g00603,Sbi3g0641,.
Osa01g00604,Sbi3g0639,.
Osa01g00605,.,Sbi9g0877
Osa01g00606,Sbi3g0638,.
Osa01g00607,Sbi3g0637,.
Osa01g00608,Sbi3g0633,.
Osa01g00609,Sbi3g0632,.
Osa01g00610,Sbi3g0629,.
Osa01g00611,Sbi3g0627,.
Osa01g00612,Sbi3g0624,.
Osa01g00613,Sbi3g0621,Sbi9g0878
Osa01g00614,.,.
Osa01g00615,Sbi3g0620,.
Osa01g00616,Sbi3g0618,.
Osa01g00617,Sbi3g0609,.
Osa01g00618,Sbi3g0608,.
Osa01g00619,.,.
Osa01g00620,Sbi3g0607,Sbi9g0881
Osa01g00621,Sbi3g0606,Sbi9g0882
Osa01g00622,Sbi3g0605,.
Osa01g00623,Sbi3g0603,Sbi9g0884
Osa01g00624,.,.
Osa01g00625,.,.
Osa01g00626,.,.
Osa01g00627,Sbi3g0587,Sbi9g0889
Osa01g00628,.,.
Osa01g00629,Sbi3g0585,.
Osa01g00630,Sbi3g0584,Sbi9g0892
Osa01g00631,Sbi3g0583,.
Osa01g00632,Sbi3g0579,.
Osa01g00633,Sbi3g0576,Sbi9g0894
Osa01g00634,.,.
Osa01g00635,Sbi3g0573,.
Osa01g00636,.,.
Osa01g00637,Sbi3g0568,Sbi9g0895
Osa01g00638,.,.
Osa01g00639,Sbi3g0563,Sbi9g0898
Osa01g00640,Sbi3g0561,Sbi9g0900
Osa01g00641,Sbi3g0559,.
Osa01g00642,Sbi3g0556,.
Osa01g00643,.,Sbi9g0906
Osa01g00644,.,
Osa01g00645,Sbi3g0555,
Osa01g00646,.,
Osa01g00647,.,
Osa01g00648,.,
Osa01g00649,.,
Osa01g00650,.,
Osa01g00651,.,
Osa01g00652,.,
Osa01g00653,Sbi3g0554,
Osa01g00654,Sbi3g0553,
Osa01g00655,Sbi3g0552,
Osa01g00656,Sbi3g0549,
Osa01g00657,Sbi3g0548,
Osa01g00658,.,
Osa01g00659,Sbi3g0547,
Osa01g00660,.,
Osa01g00661,.,
Osa01g00662,.,
Osa01g00663,.,
Osa01g00664,Sbi3g0546,
Osa01g00665,.,
Osa01g00666,Sbi3g0544,
Osa01g00667,Sbi3g0543,
Osa01g00668,Sbi3g0542,Sbi9g0912
Osa01g00669,Sbi3g0541,.
Osa01g00670,Sbi3g0539,Sbi9g0913
Osa01g00671,Sbi3g0538,.
Osa01g00672,Sbi3g0534,.
Osa01g00673,.,.
Osa01g00674,Sbi3g0529,.
Osa01g00675,Sbi3g0527,.
Osa01g00676,.,.
Osa01g00677,.,.
Osa01g00678,.,.
Osa01g00679,Sbi3g0526,.
Osa01g00680,.,.
Osa01g00681,Sbi3g0523,.
Osa01g00682,Sbi3g0519,.
Osa01g00683,Sbi3g0517,Sbi9g0929
Osa01g00684,.,.
Osa01g00685,Sbi3g0516,Sbi9g0933
Osa01g00686,Sbi3g0514,Sbi9g0935
Osa01g00687,Sbi3g0510,.
Osa01g00688,Sbi3g0509,.
Osa01g00689,Sbi3g0507,.
Osa01g00690,Sbi3g0506,.
Osa01g00691,.,.
Osa01g00692,.,Sbi9g0938
Osa01g00693,Sbi3g0504,.
Osa01g00694,.,.
Osa01g00695,.,.
Osa01g00696,.,.
Osa01g00697,Sbi3g0502,.
Osa01g00698,Sbi3g0500,Sbi9g0939
Osa01g00699,.,.
Osa01g00700,Sbi3g0498,Sbi9g0942
Osa01g00701,Sbi3g0497,.
Osa01g00702,Sbi3g0496,.
Osa01g00703,.,.
Osa01g00704,Sbi3g0493,.
Osa01g00705,Sbi3g0488,.
Osa01g00706,.,.
Osa01g00707,.,.
Osa01g00708,Sbi3g0483,.
Osa01g00709,.,.
Osa01g00710,.,.
Osa01g00711,.,.
Osa01g00712,.,.
Osa01g00713,.,.
Osa01g00714,.,.
Osa01g00715,.,.
Osa01g00716,.,.
Osa01g00717,Sbi3g0482,.
Osa01g00718,.,.
Osa01g00719,Sbi3g0480,Sbi9g0949
Osa01g00720,Sbi3g0476,Sbi9g0950
Osa01g00721,Sbi3g0475,Sbi9g0952
Osa01g00722,.,.
Osa01g00723,.,.
Osa01g00724,.,.
Osa01g00725,.,Sbi9g0963
Osa01g00726,Sbi3g0466,Sbi9g0969
Osa01g00727,Sbi3g0464,.
Osa01g00728,Sbi3g0462,Sbi9g0973
Osa01g00729,.,.
Osa01g00730,Sbi3g0461,.
Osa01g00731,Sbi3g0460,.
Osa01g00732,.,.
Osa01g00733,Sbi3g0459,Sbi9g0976
Osa01g00734,Sbi3g0458,Sbi9g0979
Osa01g00735,.,.
Osa01g00736,.,.
Osa01g00737,.,.
Osa01g00738,Sbi3g0453,Sbi9g0984
Osa01g00739,.,.
Osa01g00740,.,.
Osa01g00741,Sbi3g0452,.
Osa01g00742,.,.
Osa01g00743,Sbi3g0447,.
Osa01g00744,.,.
Osa01g00745,Sbi3g0445,.
Osa01g00746,Sbi3g0444,.
Osa01g00747,.,.
Osa01g00748,Sbi3g0443,.
Osa01g00749,Sbi3g0440,.
Osa01g00750,Sbi3g0439,.
Osa01g00751,Sbi3g0429,.
Osa01g00752,Sbi3g0428,.
Osa01g00753,.,.
Osa01g00754,Sbi3g0427,Sbi9g0990
Osa01g00755,.,.
Osa01g00756,Sbi3g0426,.
Osa01g00757,Sbi3g0421,.
Osa01g00758,.,.
Osa01g00759,Sbi3g0417,Sbi9g0993
Osa01g00760,Sbi3g0415,.
Osa01g00761,.,Sbi9g0999
Osa01g00762,.,Sbi9g1000
Osa01g00763,.,.
Osa01g00764,.,.
Osa01g00765,.,.
Osa01g00766,.,.
Osa01g00767,Sbi3g0414,Sbi9g1001
Osa01g00768,.,.
Osa01g00769,.,Sbi9g1005
Osa01g00770,Sbi3g0411,.
Osa01g00771,Sbi3g0410,.
Osa01g00772,.,.
Osa01g00773,.,Sbi9g1007
Osa01g00774,Sbi3g0409,Sbi9g1008
Osa01g00775,Sbi3g0408,.
Osa01g00776,.,.
Osa01g00777,.,.
Osa01g00778,Sbi3g0405,.
Osa01g00779,Sbi3g0403,.
Osa01g00780,Sbi3g0402,.
Osa01g00781,Sbi3g0401,.
Osa01g00782,.,.
Osa01g00783,Sbi3g0400,.
Osa01g00784,Sbi3g0399,Sbi9g1009
Osa01g00785,.,.
Osa01g00786,.,.
Osa01g00787,Sbi3g0396,Sbi9g1012
Osa01g00788,.,.
Osa01g00789,.,.
Osa01g00790,Sbi3g0394,.
Osa01g00791,.,Sbi9g1016
Osa01g00792,.,.
Osa01g00793,Sbi3g0389,.
Osa01g00794,Sbi3g0388,.
Osa01g00795,.,.
Osa01g00796,.,.
Osa01g00797,Sbi3g0387,.
Osa01g00798,.,.
Osa01g00799,.,.
Osa01g00800,Sbi3g0386,Sbi9g1017
Osa01g00801,Sbi3g0384,.
Osa01g00802,Sbi3g0383,.
Osa01g00803,Sbi3g0382,.
Osa01g00804,Sbi3g0381,.
Osa01g00805,.,.
Osa01g00806,.,.
Osa01g00807,.,.
Osa01g00808,Sbi3g0380,.
Osa01g00809,Sbi3g0378,.
Osa01g00810,Sbi3g0376,.
Osa01g00811,Sbi3g0375,.
Osa01g00812,.,.
Osa01g00813,Sbi3g0373,Sbi9g1018
Osa01g00814,Sbi3g0372,.
Osa01g00815,Sbi3g0371,.
Osa01g00816,Sbi3g0368,Sbi9g1019
Osa01g00817,.,.
Osa01g00818,Sbi3g0367,.
Osa01g00819,Sbi3g0366,.
Osa01g00820,.,.
Osa01g00821,Sbi3g0365,Sbi9g1021
Osa01g00822,Sbi3g0364,.
Osa01g00823,Sbi3g0363,Sbi9g1024
Osa01g00824,Sbi3g0362,.
Osa01g00825,Sbi3g0361,.
Osa01g00826,.,.
Osa01g00827,.,.
Osa01g00828,.,.
Osa01g00829,.,.
Osa01g00830,Sbi3g0353,Sbi9g1031
Osa01g00831,Sbi3g0351,
Osa01g00832,.,
Osa01g00833,Sbi3g0348,
Osa01g00834,.,
Osa01g00835,.,
Osa01g00836,.,
Osa01g00837,.,
Osa01g00838,.,
Osa01g00839,.,
Osa01g00840,.,
Osa01g00841,.,
Osa01g00842,Sbi3g0347,
Osa01g00843,Sbi3g0344,
Osa01g00844,Sbi3g0343,
Osa01g00845,Sbi3g0342,
Osa01g00846,.,
Osa01g00847,Sbi3g4101,
Osa01g00848,.,
Osa01g00849,Sbi3g0339,
Osa01g00850,Sbi3g0336,
Osa01g00851,Sbi3g0329,
Osa01g00852,Sbi3g0330,
Osa01g00853,.,
Osa01g00854,Sbi3g0331,
Osa01g00855,Sbi3g0333,
Osa01g00856,.,
Osa01g00857,.,
Osa01g00858,.,
Osa01g00859,.,
Osa01g00860,Sbi3g0335,
Osa01g00861,.,
Osa01g00862,Sbi3g0325,
Osa01g00863,Sbi3g4082,
Osa01g00864,Sbi3g4081,
Osa01g00865,Sbi3g4080,
Osa01g00866,Sbi3g0324,
Osa01g00867,Sbi3g0322,
Osa01g00868,.,
Osa01g00869,Sbi3g0321,
Osa01g00870,Sbi3g0320,
Osa01g00871,Sbi3g4068,
Osa01g00872,Sbi3g0316,
Osa01g00873,.,
Osa01g00874,.,
